Timestamp,cmd_WRJ1,cmd_WRJ2,cmd_FFJ1,cmd_FFJ2,cmd_FFJ3,cmd_FFJ4,cmd_MFJ1,cmd_MFJ2,cmd_MFJ3,cmd_MFJ4,cmd_RFJ1,cmd_RFJ2,cmd_RFJ3,cmd_RFJ4,cmd_LFJ1,cmd_LFJ2,cmd_LFJ3,cmd_LFJ4,cmd_LFJ5,cmd_THJ1,cmd_THJ2,cmd_THJ3,cmd_THJ4,cmd_THJ5,state_WRJ1,state_WRJ2,state_FFJ1,state_FFJ2,state_FFJ3,state_FFJ4,state_MFJ1,state_MFJ2,state_MFJ3,state_MFJ4,state_RFJ1,state_RFJ2,state_RFJ3,state_RFJ4,state_LFJ1,state_LFJ2,state_LFJ3,state_LFJ4,state_LFJ5,state_THJ1,state_THJ2,state_THJ3,state_THJ4,state_THJ5,diag_current_WRJ1,diag_effort_WRJ1,diag_cmd_effort_WRJ1,diag_current_WRJ2,diag_effort_WRJ2,diag_cmd_effort_WRJ2,diag_current_FFJ0,diag_effort_FFJ0,diag_cmd_effort_FFJ0,diag_current_FFJ3,diag_effort_FFJ3,diag_cmd_effort_FFJ3,diag_current_FFJ4,diag_effort_FFJ4,diag_cmd_effort_FFJ4,diag_current_MFJ0,diag_effort_MFJ0,diag_cmd_effort_MFJ0,diag_current_MFJ3,diag_effort_MFJ3,diag_cmd_effort_MFJ3,diag_current_MFJ4,diag_effort_MFJ4,diag_cmd_effort_MFJ4,diag_current_RFJ0,diag_effort_RFJ0,diag_cmd_effort_RFJ0,diag_current_RFJ3,diag_effort_RFJ3,diag_cmd_effort_RFJ3,diag_current_RFJ4,diag_effort_RFJ4,diag_cmd_effort_RFJ4,diag_current_LFJ0,diag_effort_LFJ0,diag_cmd_effort_LFJ0,diag_current_LFJ3,diag_effort_LFJ3,diag_cmd_effort_LFJ3,diag_current_LFJ4,diag_effort_LFJ4,diag_cmd_effort_LFJ4,diag_current_LFJ5,diag_effort_LFJ5,diag_cmd_effort_LFJ5,diag_current_THJ1,diag_effort_THJ1,diag_cmd_effort_THJ1,diag_current_THJ2,diag_effort_THJ2,diag_cmd_effort_THJ2,diag_current_THJ3,diag_effort_THJ3,diag_cmd_effort_THJ3,diag_current_THJ4,diag_effort_THJ4,diag_cmd_effort_THJ4,diag_current_THJ5,diag_effort_THJ5,diag_cmd_effort_THJ5
1777381021.300915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,-0.015582322117591522,-0.0011662803665716968,-0.0031415926535897643,0.009193623986257726,-0.012110345447622633,-0.011149089579984298,-0.0036193463751034716,0.010112422704688151,-0.006566820271574327,-0.00917704613100759,-0.004479457205688875,0.012577550659389758,-0.015311951505460664,0.010411437890983513,0.0013448598688312607,0.006724299344156248,-0.017835408142961653,0.011391037111828144,0.001409563136503202,0.0008943420751676508,-0.0018189144208474262,-0.008755519400312887,1.1871737439178471,0.010325301134088877,0.024000,-5.304061,82.213757,0.004000,-10.112679,0.000000,0.007000,-106.570111,38.672480,0.011000,1.917481,64.360537,0.013000,41.168548,-70.391356,0.005000,-182.908784,70.101691,0.004000,-5.205051,0.000000,0.018000,1.815270,-56.204005,0.008000,81.883631,-2.636025,0.012000,-14.070305,-80.505022,0.003000,-1.230951,-68.928858,0.015000,-81.018362,271.937390,0.020000,60.993924,-91.645976,0.011000,-20.622598,75.674910,0.012000,-196.723668,0.000000,0.003000,-6.775776,0.000000,0.012000,-43.527486,0.000000,0.021000,7.624710,-57.409223,0.015000,-34.210616,61.125739,0.012000,0.750634,-50.780404
1777381021.3013039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,-0.015533043600652295,-0.0011794129183700566,-0.0031415926535897643,0.009193623986257726,-0.012111828603042435,-0.011166243646957905,-0.0036193463751034716,0.010112422704688151,-0.0065647382671110465,-0.00920931273695242,-0.004479457205688875,0.011180045030568686,-0.015327007726613507,0.010444870062349895,0.0013448598688312607,0.0053794394753249875,-0.01780965424264649,0.011395758450047512,0.0014138501858782075,0.0008641763242302021,-0.001731364700880614,-0.008758229234620885,1.1872901770123727,0.010323730441469276,0.024000,-5.304061,82.213757,0.004000,-10.112679,0.000000,0.007000,-106.570111,38.672480,0.011000,1.917481,64.360537,0.013000,41.168548,-70.391356,0.005000,-182.908784,70.101691,0.004000,-5.205051,0.000000,0.018000,1.815270,-56.204005,0.008000,81.883631,-2.636025,0.012000,-14.070305,-80.505022,0.003000,-1.230951,-68.928858,0.015000,-81.018362,271.937390,0.020000,60.993924,-91.645976,0.011000,-20.622598,75.674910,0.012000,-196.723668,0.000000,0.003000,-6.775776,0.000000,0.012000,-43.527486,0.000000,0.021000,7.624710,-57.409223,0.015000,-34.210616,61.125739,0.012000,0.750634,-50.780404
1777381021.308598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,-0.015384191795601923,-0.0011720657625622329,-0.0031415926535897643,0.009193623986257726,-0.012113083025386145,-0.011142717913895856,-0.0036193463751034716,0.010112422704688151,-0.006541030762553804,-0.0091984986453116,-0.005226033406637021,0.012577550659389758,-0.015340476193283863,0.010458166374734184,0.0013448598688312607,0.0053794394753249875,-0.017806446996706117,0.011378604421357106,0.0014174760840496379,0.0008723290316759649,-0.001695385203491653,-0.008760827972305757,1.1872466513199111,0.010305890742326556,0.024000,-5.304061,82.213757,0.004000,-10.112679,0.000000,0.007000,-106.570111,38.672480,0.011000,1.917481,64.360537,0.013000,41.168548,-70.391356,0.005000,-182.908784,70.101691,0.004000,-5.205051,0.000000,0.018000,1.815270,-56.204005,0.008000,81.883631,-2.636025,0.012000,-14.070305,-80.505022,0.003000,-1.230951,-68.928858,0.015000,-81.018362,271.937390,0.020000,60.993924,-91.645976,0.011000,-20.622598,75.674910,0.012000,-196.723668,0.000000,0.003000,-6.775776,0.000000,0.012000,-43.527486,0.000000,0.021000,7.624710,-57.409223,0.015000,-34.210616,61.125739,0.012000,0.750634,-50.780404
1777381021.3168998,-9.053523859902326e-07,7.828364205931611e-07,0,1.761735356551043e-05,3.1963874746237513e-05,2.353063755155294e-06,0,1.559402719154578e-05,2.9260861095473308e-05,2.4017827481099573e-06,0,1.3955911647461785e-05,2.66491914959911e-05,-2.3530596475945437e-06,0,1.8656918702256782e-05,1.535843961770923e-05,-2.2508454665332836e-06,5.905614500678047e-06,5.986520994372674e-06,5.14800829181298e-05,-0.00010276418180983834,1.1999948729265577,7.996895180907558e-06,-0.015263227988948493,-0.0011720615272674485,-0.0025132741228718336,0.009193623986257726,-0.012092396463789564,-0.011151187369715999,-0.0036193463751034716,0.010112422704688151,-0.006553212360562397,-0.009153483411048536,-0.003732881004740729,0.012577550659389758,-0.015325171585399493,0.010457819066711706,0.0013448598688312607,0.006724299344156248,-0.01780616197818461,0.011418232751470402,0.0014205791469030665,0.0008795174470594458,-0.0016608557075041626,-0.008768496163132751,1.1872937925161646,0.010312668465875807,0.024000,-5.304061,82.213757,0.004000,-10.112679,0.000000,0.007000,-106.570111,38.672480,0.011000,1.917481,64.360537,0.013000,41.168548,-70.391356,0.005000,-182.908784,70.101691,0.004000,-5.205051,0.000000,0.018000,1.815270,-56.204005,0.008000,81.883631,-2.636025,0.012000,-14.070305,-80.505022,0.003000,-1.230951,-68.928858,0.015000,-81.018362,271.937390,0.020000,60.993924,-91.645976,0.011000,-20.622598,75.674910,0.012000,-196.723668,0.000000,0.003000,-6.775776,0.000000,0.012000,-43.527486,0.000000,0.021000,7.624710,-57.409223,0.015000,-34.210616,61.125739,0.012000,0.750634,-50.780404
1777381021.3329265,-7.246755337508115e-06,6.3955356225465495e-06,0,0.00010280015123604619,0.00025216096614531585,1.9169304295099205e-05,0,9.062809702905787e-05,0.00023079792194763567,1.956607303155097e-05,0,8.097112658079181e-05,0.0002101769204849925,-1.916897440437108e-05,0,0.00011380494445796585,0.00012318009984164707,-1.834202735678142e-05,4.6477077776611434e-05,0.0004550535830219834,0.0003920977079682547,-0.0009348807422256514,1.200086145443446,-4.714148961842922e-05,-0.015277411027172238,-0.0011775501332693078,-0.0031415926535897643,0.009193623986257726,-0.012096529361829504,-0.011139965447321855,-0.0036193463751034716,0.010112422704688151,-0.006551111737178257,-0.009115897011513746,-0.005226033406637021,0.011180045030568686,-0.015324941290628988,0.010444658001196759,0.0013448598688312607,0.006724299344156248,-0.017825738535591988,0.011420294060642983,0.001432755170385917,0.0008511947437489836,-0.0016006610408164322,-0.00877002818212459,1.1873090561295008,0.010301947956237616,0.024000,-5.304061,82.213757,0.004000,-10.112679,0.000000,0.007000,-106.570111,38.672480,0.011000,1.917481,64.360537,0.013000,41.168548,-70.391356,0.005000,-182.908784,70.101691,0.004000,-5.205051,0.000000,0.018000,1.815270,-56.204005,0.008000,81.883631,-2.636025,0.012000,-14.070305,-80.505022,0.003000,-1.230951,-68.928858,0.015000,-81.018362,271.937390,0.020000,60.993924,-91.645976,0.011000,-20.622598,75.674910,0.012000,-196.723668,0.000000,0.003000,-6.775776,0.000000,0.012000,-43.527486,0.000000,0.021000,7.624710,-57.409223,0.015000,-34.210616,61.125739,0.012000,0.750634,-50.780404
1777381021.3332167,-7.246755337508115e-06,6.3955356225465495e-06,0,0.00010280015123604619,0.00025216096614531585,1.9169304295099205e-05,0,9.062809702905787e-05,0.00023079792194763567,1.956607303155097e-05,0,8.097112658079181e-05,0.0002101769204849925,-1.916897440437108e-05,0,0.00011380494445796585,0.00012318009984164707,-1.834202735678142e-05,4.6477077776611434e-05,0.0004550535830219834,0.0003920977079682547,-0.0009348807422256514,1.200086145443446,-4.714148961842922e-05,-0.015394261212568408,-0.001175046067040523,-0.0025132741228718336,0.009193623986257726,-0.012100049783496988,-0.011139012512467654,-0.0036193463751034716,0.010112422704688151,-0.0065298700673643035,-0.009117579692657665,-0.003732881004740729,0.011180045030568686,-0.015337922788270083,0.010418057480899339,0.0013448598688312607,0.008069159212987453,-0.0178234863693924,0.011409642296222615,0.0014335982922819017,0.000880209734736391,-0.0015825392599114016,-0.008765152378476745,1.1872072260680886,0.010303108429132849,0.024000,-5.304061,82.213757,0.004000,-10.112679,0.000000,0.007000,-106.570111,38.672480,0.011000,1.917481,64.360537,0.013000,41.168548,-70.391356,0.005000,-182.908784,70.101691,0.004000,-5.205051,0.000000,0.018000,1.815270,-56.204005,0.008000,81.883631,-2.636025,0.012000,-14.070305,-80.505022,0.003000,-1.230951,-68.928858,0.015000,-81.018362,271.937390,0.020000,60.993924,-91.645976,0.011000,-20.622598,75.674910,0.012000,-196.723668,0.000000,0.003000,-6.775776,0.000000,0.012000,-43.527486,0.000000,0.021000,7.624710,-57.409223,0.015000,-34.210616,61.125739,0.012000,0.750634,-50.780404
1777381021.3407328,-7.246755337508115e-06,6.3955356225465495e-06,0,0.00010280015123604619,0.00025216096614531585,1.9169304295099205e-05,0,9.062809702905787e-05,0.00023079792194763567,1.956607303155097e-05,0,8.097112658079181e-05,0.0002101769204849925,-1.916897440437108e-05,0,0.00011380494445796585,0.00012318009984164707,-1.834202735678142e-05,4.6477077776611434e-05,0.0004550535830219834,0.0003920977079682547,-0.0009348807422256514,1.200086145443446,-4.714148961842922e-05,-0.015265966071113217,-0.0011746378469492465,-0.0025132741228718336,0.009193623986257726,-0.012103049422534448,-0.011137831195028912,-0.004222570770954004,0.010112422704688151,-0.006521974688863573,-0.009138273380988398,-0.005226033406637021,0.012577550659389758,-0.015400195802596944,0.010436739462574134,0.0013448598688312607,0.0053794394753249875,-0.017842243323419823,0.011379108815868039,0.0014516419369388488,0.0009038152886944409,-0.0016067657728163088,-0.008767060990730978,1.18723320748332,0.010304534768730942,0.024000,-5.304061,82.213757,0.004000,-10.112679,0.000000,0.007000,-106.570111,38.672480,0.011000,1.917481,64.360537,0.013000,41.168548,-70.391356,0.005000,-182.908784,70.101691,0.004000,-5.205051,0.000000,0.018000,1.815270,-56.204005,0.008000,81.883631,-2.636025,0.012000,-14.070305,-80.505022,0.003000,-1.230951,-68.928858,0.015000,-81.018362,271.937390,0.020000,60.993924,-91.645976,0.011000,-20.622598,75.674910,0.012000,-196.723668,0.000000,0.003000,-6.775776,0.000000,0.012000,-43.527486,0.000000,0.021000,7.624710,-57.409223,0.015000,-34.210616,61.125739,0.012000,0.750634,-50.780404
1777381021.3489983,-2.2346997370379047e-05,2.163125914603769e-05,0,0.0002756508199414703,0.0008051882510134248,6.461822750644537e-05,0,0.00024295766226002123,0.0007364067142493913,6.595494245198634e-05,0,0.0002170814371596356,0.0006702879621782048,-4.3921773585631725e-05,0,0.000225053075257432,0.000275564187118694,-4.204396144128327e-05,0.00010356383856943001,0.0012161875837355307,0.0009113474210395389,-0.0021570003324925847,1.2002780999203153,-0.0001990602673982108,-0.015272995715038169,-0.0011797930228904573,-0.0031415926535897643,0.009193623986257726,-0.012105607124656567,-0.011128190760944985,-0.0036193463751034716,0.010112422704688151,-0.006534937172487185,-0.00912073556523959,-0.005226033406637021,0.011180045030568686,-0.015403841853011586,0.010412354299857244,0.002689719737662466,0.006724299344156248,-0.01785692948130002,0.011373869533746146,0.0014584468489030628,0.0009029660195930801,-0.0016693885449131955,-0.008768218410496709,1.1872269955657562,0.01031797868359199,0.024000,-5.304061,82.213757,0.004000,-10.112679,0.000000,0.007000,-106.570111,38.672480,0.011000,1.917481,64.360537,0.013000,41.168548,-70.391356,0.005000,-182.908784,70.101691,0.004000,-5.205051,0.000000,0.018000,1.815270,-56.204005,0.008000,81.883631,-2.636025,0.012000,-14.070305,-80.505022,0.003000,-1.230951,-68.928858,0.015000,-81.018362,271.937390,0.020000,60.993924,-91.645976,0.011000,-20.622598,75.674910,0.012000,-196.723668,0.000000,0.003000,-6.775776,0.000000,0.012000,-43.527486,0.000000,0.021000,7.624710,-57.409223,0.015000,-34.210616,61.125739,0.012000,0.750634,-50.780404
1777381021.36456,-3.0424288991497483e-05,3.137589299874173e-05,0,0.00037859042573889714,0.0011332381003541934,9.359630596956334e-05,0,0.00033417339724743265,0.0010359060971748487,9.553185587167399e-05,0,0.0002987812322243897,0.0009425891996410065,-9.358831627652629e-05,4.0038078175701734e-07,0.00042121933580391036,0.0005620404421869864,-8.964987681084887e-05,0.00020979838744365667,0.0026415728565351558,0.001982940620623785,-0.004479924594425476,1.20068518777315,-0.0005632229261737358,-0.015030307890127475,-0.0011779946642438528,-0.0025132741228718336,0.009193623986257726,-0.012107785027204377,-0.0111575803497848,-0.0036193463751034716,0.010112422704688151,-0.006525696201899981,-0.009140283195135388,-0.005226033406637021,0.01397505628821083,-0.015379885259044941,0.010473127065669368,0.0006724299344156304,0.006724299344156248,-0.017869400646964618,0.011370967024998289,0.0014637125900559941,0.0009055815967262829,-0.0016386938473241972,-0.008769429685514514,1.1872482331087197,0.010345078466602655,0.024000,-5.304061,82.213757,0.004000,-10.112679,0.000000,0.007000,-106.570111,38.672480,0.011000,1.917481,64.360537,0.013000,41.168548,-70.391356,0.005000,-182.908784,70.101691,0.004000,-5.205051,0.000000,0.018000,1.815270,-56.204005,0.008000,81.883631,-2.636025,0.012000,-14.070305,-80.505022,0.003000,-1.230951,-68.928858,0.015000,-81.018362,271.937390,0.020000,60.993924,-91.645976,0.011000,-20.622598,75.674910,0.012000,-196.723668,0.000000,0.003000,-6.775776,0.000000,0.012000,-43.527486,0.000000,0.021000,7.624710,-57.409223,0.015000,-34.210616,61.125739,0.012000,0.750634,-50.780404
1777381021.364864,-3.0424288991497483e-05,3.137589299874173e-05,0,0.00037859042573889714,0.0011332381003541934,9.359630596956334e-05,0,0.00033417339724743265,0.0010359060971748487,9.553185587167399e-05,0,0.0002987812322243897,0.0009425891996410065,-9.358831627652629e-05,4.0038078175701734e-07,0.00042121933580391036,0.0005620404421869864,-8.964987681084887e-05,0.00020979838744365667,0.0026415728565351558,0.001982940620623785,-0.004479924594425476,1.20068518777315,-0.0005632229261737358,-0.014843413851850798,-0.0011890091494117737,-0.0031415926535897643,0.009193623986257726,-0.012109641839749503,-0.011174794015650894,-0.0036193463751034716,0.010112422704688151,-0.0065177390348930084,-0.009161728576062081,-0.005226033406637021,0.011180045030568686,-0.015423029564493432,0.010512043311429542,0.0,0.006724299344156248,-0.017879231429704528,0.011368952728951637,0.0014878993319056286,0.0008360308080447716,-0.001664890876631227,-0.008765230040362788,1.1872419968178223,0.010346919478913679,0.024000,-5.304061,82.213757,0.004000,-10.112679,0.000000,0.007000,-106.570111,38.672480,0.011000,1.917481,64.360537,0.013000,41.168548,-70.391356,0.005000,-182.908784,70.101691,0.004000,-5.205051,0.000000,0.018000,1.815270,-56.204005,0.008000,81.883631,-2.636025,0.012000,-14.070305,-80.505022,0.003000,-1.230951,-68.928858,0.015000,-81.018362,271.937390,0.020000,60.993924,-91.645976,0.011000,-20.622598,75.674910,0.012000,-196.723668,0.000000,0.003000,-6.775776,0.000000,0.012000,-43.527486,0.000000,0.021000,7.624710,-57.409223,0.015000,-34.210616,61.125739,0.012000,0.750634,-50.780404
