Timestamp,cmd_WRJ1,cmd_WRJ2,cmd_FFJ1,cmd_FFJ2,cmd_FFJ3,cmd_FFJ4,cmd_MFJ1,cmd_MFJ2,cmd_MFJ3,cmd_MFJ4,cmd_RFJ1,cmd_RFJ2,cmd_RFJ3,cmd_RFJ4,cmd_LFJ1,cmd_LFJ2,cmd_LFJ3,cmd_LFJ4,cmd_LFJ5,cmd_THJ1,cmd_THJ2,cmd_THJ3,cmd_THJ4,cmd_THJ5,state_WRJ1,state_WRJ2,state_FFJ1,state_FFJ2,state_FFJ3,state_FFJ4,state_MFJ1,state_MFJ2,state_MFJ3,state_MFJ4,state_RFJ1,state_RFJ2,state_RFJ3,state_RFJ4,state_LFJ1,state_LFJ2,state_LFJ3,state_LFJ4,state_LFJ5,state_THJ1,state_THJ2,state_THJ3,state_THJ4,state_THJ5
1765984600.3313968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.006366374082829925,-0.00588183547278176,-0.009424777960769348,0.014447123406976459,-0.005299292105008438,-0.009456034753414506,-0.00542901956265518,0.013483230272917535,-0.008919538230271211,-0.006196399516287201,-0.00970549061232584,0.015372561917031902,-0.012233758427969704,0.007591993381956242,-0.0053794394753249875,0.009414019081818714,-0.012511513943435667,0.01012029442573889,0.006776197478942548,-0.00557678908193733,0.0011103359766782461,0.0009784014007880226,1.1996806081186477,-0.00499982304916521
1765984600.339265,1.4709946712997473e-07,4.3745811775281715e-07,0,1.6967610161430277e-05,2.226642742386531e-05,1.3155252754067813e-06,0,1.5387033618636277e-05,2.005809862041996e-05,1.3427643273125644e-06,0,1.3926991401725836e-05,1.809022057017379e-05,-1.3155242668893281e-06,0,1.559991001199749e-05,1.2060036037229556e-05,-1.2583519021334565e-06,2.841925020211703e-06,-6.564587524031772e-06,2.623164243152924e-05,-4.528339568490153e-05,1.1999941992061274,6.678616417258853e-06,0.006503808611698458,-0.005896022813582576,-0.010053096491487334,0.014447123406976459,-0.005391710692807046,-0.009491045331575425,-0.00542901956265518,0.013483230272917535,-0.00889113370791465,-0.006213665657024484,-0.00970549061232584,0.01677006754585303,-0.012187853756573388,0.007580217503736307,-0.004034579606493727,0.008069159212987453,-0.012515963551274515,0.010116021650520215,0.006740556287964518,-0.005605373070753777,0.0010895106438175732,0.0009940360326868057,1.1996821898793035,-0.005092524280130268
1765984600.3548453,9.974942838702538e-07,3.3739291024060815e-06,0,0.00010316953719120278,0.00016878769727691234,1.012656436937919e-05,0,9.354460585742522e-05,0.00015211232808478813,1.0336217392831844e-05,0,8.465873596923646e-05,0.0001372229041911363,-1.0126487537205302e-05,0,9.664157891620358e-05,9.235070205176119e-05,-9.688075699712543e-06,2.1421522834749613e-05,0.00015054077612073686,0.00018343716738407776,-0.0004011492076076907,1.2000140739186191,3.3813446862547924e-06,0.006402592404023948,-0.005894147333806649,-0.009424777960769348,0.014447123406976459,-0.005369281853349089,-0.009490930127498087,-0.00542901956265518,0.013483230272917535,-0.008867442512269329,-0.006181747123467102,-0.00970549061232584,0.015372561917031902,-0.012179540571226444,0.007606256234983753,-0.004034579606493727,0.009414019081818714,-0.012535673190981443,0.01011323323477404,0.006736559231805674,-0.005625343323838705,0.001176628230729722,0.0010202599452791882,1.1996583271141006,-0.0051279938103166115
1765984600.3550534,9.974942838702538e-07,3.3739291024060815e-06,0,0.00010316953719120278,0.00016878769727691234,1.012656436937919e-05,0,9.354460585742522e-05,0.00015211232808478813,1.0336217392831844e-05,0,8.465873596923646e-05,0.0001372229041911363,-1.0126487537205302e-05,0,9.664157891620358e-05,9.235070205176119e-05,-9.688075699712543e-06,2.1421522834749613e-05,0.00015054077612073686,0.00018343716738407776,-0.0004011492076076907,1.2000140739186191,3.3813446862547924e-06,0.006541826298337329,-0.005898794523395601,-0.009424777960769348,0.014447123406976459,-0.0053495986446675334,-0.009492310112018499,-0.00542901956265518,0.013483230272917535,-0.008878125226376652,-0.006170252145518391,-0.00970549061232584,0.01397505628821083,-0.012174170384357768,0.007654817871303545,-0.003362149672078152,0.008069159212987453,-0.012554294381156692,0.010120307157557254,0.006742302357409768,-0.005645445025470809,0.0012163948591536104,0.0010359450586860184,1.19969400762561,-0.005169317203644444
1765984600.3631287,5.945430194259332e-06,2.0207827258546413e-05,0,0.0004441679936164501,0.0009628343877234741,6.040945724871692e-05,0,0.00040301357797853854,0.0008677529542106786,6.165951733890259e-05,0,0.00036476991897855816,0.0007828233091007392,-6.040661352070085e-05,0,0.0004264627381865139,0.0005306605016950673,-5.784251675496683e-05,0.00012393114119920156,0.0014911937883958634,0.001113142509362578,-0.0025055988730619946,1.200320547861577,-0.0002298893794322344,0.006441038779368388,-0.005908575048378283,-0.010053096491487334,0.014447123406976459,-0.005332800307154417,-0.009483719836907389,-0.00542901956265518,0.013483230272917535,-0.008845596925616726,-0.006141504185253392,-0.008958914411377694,0.01677006754585303,-0.012195381545081251,0.007616736233936857,-0.004707009540909357,0.008069159212987453,-0.012524649591259304,0.01013787782226814,0.006729703335245164,-0.0056258523834685145,0.0012877424381864705,0.0010408106666096473,1.1996952239308254,-0.005195039021249342
1765984600.370909,1.1945853961485255e-05,3.444681339240965e-05,0,0.0006946121277058686,0.0015793304033307582,0.00010276575076880926,0,0.0006308675649215802,0.0014226456765100751,0.00010489143591420805,0,0.0005711438545054877,0.0012829847121236674,-0.00010275715662908853,6.651916866084967e-06,0.0006636585083229089,0.0008729023538386655,-9.84643376067254e-05,0.00020409297218115368,0.002549438498866478,0.001930123048248852,-0.0041859023653171915,1.200607352411171,-0.0004874679277157575,0.006460826817892031,-0.005904235711211104,-0.009424777960769348,0.014447123406976459,-0.005318476306308171,-0.009486147147433321,-0.00542901956265518,0.013483230272917535,-0.008869208597476457,-0.006152973470529761,-0.008958914411377694,0.01677006754585303,-0.012189126742199017,0.007638821837597982,-0.0053794394753249875,0.010758878950649975,-0.012566543892590244,0.010131095824096723,0.006745777684677334,-0.005646290657170719,0.0012775958092787459,0.001070700231065969,1.1996959253093802,-0.0052099143536826565
1765984600.3869307,2.1345309596922676e-05,5.255830512190713e-05,8.444032311277352e-06,0.0009977400018829506,0.002313782271752547,0.00015649781678610513,8.269117159165018e-06,0.0009070430599859474,0.0020829903699543734,0.0001597333472543989,7.838040538897031e-06,0.0008212990689108346,0.001877769245069265,-0.00015647752639971418,3.427068110904834e-05,0.0009402910799077566,0.0012827513487946578,-0.00015005680088276506,0.0002995857881436013,0.0037775072149461783,0.002969083340987068,-0.0062011521595675525,1.2009638233619802,-0.0008308080793159581,0.006338179568799396,-0.005913362256730163,-0.009424777960769348,0.014447123406976459,-0.00530628972764795,-0.009478474450442573,-0.00542901956265518,0.013483230272917535,-0.008869095765183351,-0.006146391891656347,-0.00970549061232584,0.015372561917031902,-0.012181001582816348,0.007626842525538408,-0.004034579606493727,0.009414019081818714,-0.012559460190997655,0.010136384223037151,0.006740906384794252,-0.0056633792508953,0.0012671887895467314,0.001079705027466164,1.199697682756031,-0.005230454525275193
1765984600.3871324,2.1345309596922676e-05,5.255830512190713e-05,8.444032311277352e-06,0.0009977400018829506,0.002313782271752547,0.00015649781678610513,8.269117159165018e-06,0.0009070430599859474,0.0020829903699543734,0.0001597333472543989,7.838040538897031e-06,0.0008212990689108346,0.001877769245069265,-0.00015647752639971418,3.427068110904834e-05,0.0009402910799077566,0.0012827513487946578,-0.00015005680088276506,0.0002995857881436013,0.0037775072149461783,0.002969083340987068,-0.0062011521595675525,1.2009638233619802,-0.0008308080793159581,0.00626608500939993,-0.005915180243658658,-0.009424777960769348,0.014447123406976459,-0.0052958986960710995,-0.009490863118179253,-0.0060322439585057674,0.013483230272917535,-0.008856331421082405,-0.006157182780128342,-0.008958914411377694,0.01677006754585303,-0.012175683923427176,0.007644360350236545,-0.004707009540909357,0.009414019081818714,-0.012553433611735356,0.010118791971748491,0.006736752812875772,-0.005625733966491172,0.0012666134657362013,0.0010691376748483059,1.1996689773155274,-0.005222586008823403
1765984600.394707,5.2100709500554586e-05,0.00010017056680027554,6.594158029548535e-05,0.0017185390313240144,0.004070507214526464,0.00029724908581846895,6.201634718438585e-05,0.0015645960149168726,0.0036600419216442958,0.00030338726439323567,5.72604374081214e-05,0.001416451186248347,0.0032967274497337226,-0.00029717647311340556,0.00011744180391063387,0.0015667410830308458,0.0022698407590661237,-0.0002854398880404921,0.0005272478756044169,0.00659973774810744,0.005625950980978078,-0.011022123290995547,1.2018349764749177,-0.0017364361143906214,0.006277224514009157,-0.005922241978291049,-0.009424777960769348,0.014447123406976459,-0.0052870393795773725,-0.009491580570343246,-0.0060322439585057674,0.013483230272917535,-0.008837536626704933,-0.006148280233621464,-0.010452066813273986,0.015372561917031902,-0.012195689497488758,0.007633920147051777,-0.0053794394753249875,0.009414019081818714,-0.012548993946249304,0.010104524117554822,0.006742143242048698,-0.005648997360817841,0.0012227355539944354,0.0010860353774050989,1.1996499356409533,-0.005249941009116886
1765984600.40303,7.518634509210433e-05,0.00013062747525501397,0.00011511564917971579,0.002132159179242407,0.005091861862578318,0.00038699270504961354,0.00010786816146377713,0.0019423977108923513,0.004575497280462583,0.00039497802537250345,9.927890013102279e-05,0.0017579885534033197,0.004119442811763294,-0.00038686962950006484,0.00017654137567494832,0.0019140245235976,0.002846518354527295,-0.00037190618594538753,0.0006591400292363441,0.008181520308228753,0.0072479410657899914,-0.013809931156044642,1.2023413791926196,-0.0022971875996289147,0.006176297236273551,-0.005909563013744713,-0.009424777960769348,0.014447123406976459,-0.005303900812134571,-0.009501874753238602,-0.00542901956265518,0.013483230272917535,-0.008860497379845409,-0.006158581223067081,-0.010452066813273986,0.01677006754585303,-0.012212828037149261,0.007623584243552345,-0.004034579606493727,0.008069159212987453,-0.012546649928385648,0.01011398063650167,0.006738047892092364,-0.005649181744359563,0.0012208709093098958,0.001092586762476066,1.1995717608667489,-0.005295242966628232
